1_11768	1_11835	52.0	127	56	4	285	407	18	143	5.12e-29	112
1_11768	1_11845	47.5	162	84	1	276	436	13	174	2.53e-45	165
1_11768	1_13497	50.7	146	70	2	280	424	475	619	2.41e-35	139
1_11768	1_13498	40.9	149	82	3	282	425	43	190	1.36e-24	102
1_11768	1_13856	40.9	149	82	3	282	425	43	190	1.36e-24	102
1_11768	1_13893	50.7	146	72	0	280	425	25	170	3.65e-50	169
1_11768	1_16040	47.3	146	63	5	285	418	26	169	6.06e-27	112
1_11768	1_16569	46.3	147	66	5	282	417	28	172	3.30e-29	113
1_11768	1_17212	43.5	154	79	5	262	408	125	277	2.05e-26	108
1_11768	1_1899	45.8	153	70	3	285	425	28	179	2.73e-29	121
1_11768	1_21652	35.2	165	95	6	257	409	156	320	3.71e-16	79.7
1_11768	1_23308	52.9	157	73	1	278	433	3	159	5.99e-57	187
1_11768	1_8180	48.7	150	69	5	287	430	60	207	8.70e-36	132
1_11768	1_8386	49.2	132	62	4	285	412	18	148	3.38e-28	110
1_11768	1_9528	46.3	147	66	5	282	417	28	172	1.27e-29	114
1_11768	1_9850	41.2	170	88	4	278	437	3	170	1.17e-28	118
1_11835	1_11768	52.0	127	56	4	18	143	285	407	2.23e-29	112
1_11845	1_11768	46.4	166	88	1	13	178	276	440	4.53e-46	167
1_13497	1_11768	50.7	146	70	2	475	619	280	424	1.16e-35	140
1_13498	1_11768	39.3	163	91	4	43	204	282	437	1.33e-25	104
1_13856	1_11768	39.3	163	91	4	43	204	282	437	1.33e-25	104
1_13893	1_11768	50.7	146	72	0	25	170	280	425	4.48e-51	171
1_16040	1_11768	47.3	146	63	5	26	169	285	418	7.99e-27	111
1_16569	1_11768	46.3	147	66	5	28	172	282	417	6.15e-30	114
1_17212	1_11768	51.3	117	52	4	162	277	296	408	2.98e-26	107
1_1899	1_11768	45.8	153	70	3	28	179	285	425	5.23e-29	120
1_21652	1_11768	35.2	165	95	6	156	320	257	409	1.42e-15	77.4
1_23308	1_11768	53.2	156	72	1	3	158	278	432	1.85e-57	187
1_8180	1_11768	48.7	150	69	5	60	207	287	430	9.74e-36	131
1_8386	1_11768	49.2	132	62	4	18	148	285	412	2.77e-28	108
1_9528	1_11768	46.3	147	66	5	28	172	282	417	2.36e-30	115
1_9850	1_11768	41.0	173	90	4	3	173	278	440	1.06e-28	118
