1_2	0_1276	39.0	428	257	3	1	426	45	470	3.85e-95	298
1_3	0_2299	33.7	445	262	7	93	537	19	430	1.45e-80	254
1_3	0_429	21.9	466	292	15	97	529	58	484	4.90e-20	89.0
1_26	0_898	29.1	141	77	5	617	741	366	499	5.01e-09	55.8
1_38	0_356	29.9	341	217	8	54	380	12	344	4.15e-44	152
1_38	0_865	30.2	298	161	8	110	363	96	390	1.05e-28	112
1_51	0_74	34.9	241	141	6	15	245	2	236	6.74e-36	131
1_51	0_862	35.9	223	133	6	14	229	4	223	1.43e-34	129
1_51	0_584	29.8	218	141	5	29	236	15	230	2.35e-27	109
1_51	0_1783	32.9	237	144	7	14	240	5	236	4.43e-26	103
1_51	0_1634	30.7	218	134	7	17	226	4	212	2.12e-21	89.7
1_51	0_2168	30.5	203	129	6	33	227	21	219	5.81e-21	90.1
1_51	0_164	33.5	194	112	6	17	202	2	186	1.30e-20	88.6
1_51	0_1261	32.6	227	124	7	20	227	7	223	5.11e-20	87.0
1_51	0_2006	27.8	234	157	5	12	235	4	235	3.09e-18	82.0
1_51	0_1606	28.4	208	132	5	32	226	16	219	8.71e-18	80.5
1_51	0_140	25.6	219	151	5	19	226	7	224	1.40e-17	80.1
1_51	0_612	28.3	219	132	6	24	227	9	217	3.96e-17	78.2
1_51	0_53	27.8	212	140	5	32	231	16	226	3.45e-15	72.8
1_51	0_1629	28.9	204	131	5	48	240	11	211	6.60e-15	72.4
1_51	0_1057	24.8	218	140	5	33	226	27	244	3.56e-14	70.1
1_51	0_2200	29.5	207	127	6	33	226	18	218	9.73e-14	68.6
1_51	0_1676	26.0	208	133	5	43	229	31	238	3.28e-13	67.0
1_51	0_538	25.8	198	133	6	29	226	5	188	1.02e-12	63.9
1_51	0_711	21.8	220	146	5	32	232	450	662	2.67e-12	65.9
1_51	0_781	26.5	211	129	8	43	227	32	242	1.97e-11	61.6
1_51	0_1277	26.4	212	131	8	38	231	301	505	3.14e-11	62.0
1_51	0_156	25.5	192	130	4	32	212	30	219	7.70e-11	59.3
1_51	0_713	25.5	188	118	7	32	199	18	203	1.88e-10	57.8
1_51	0_204	28.0	157	106	3	43	198	368	518	4.17e-10	58.5
1_51	0_906	28.0	182	115	5	33	198	26	207	6.20e-10	57.0
1_68	0_707	32.7	648	402	10	246	880	11	637	1.48e-104	334
1_74	0_1615	26.5	275	163	6	1	269	1	242	2.49e-19	80.9
1_74	0_2131	25.2	282	161	8	5	270	15	262	2.67e-10	55.5
1_74	0_1738	30.4	168	105	3	6	173	2	157	8.37e-09	50.8
1_74	0_1054	18.3	262	175	5	8	269	1	223	9.51e-07	44.7
1_74	0_446	22.8	276	162	9	2	269	3	235	5.98e-04	36.2
1_83	0_1094	24.9	582	307	20	246	825	114	567	4.48e-28	117
1_83	0_392	25.2	234	134	6	263	494	290	484	6.54e-05	42.7
1_86	0_1461	37.4	235	141	3	6	237	3	234	1.20e-46	151
1_103	0_2274	25.0	188	131	5	553	737	377	557	4.26e-08	52.4
1_208	0_711	31.0	274	179	6	1047	1317	401	667	1.42e-36	145
1_208	0_862	26.2	221	141	6	458	664	23	235	2.17e-16	77.0
1_208	0_2200	28.9	211	122	8	457	649	18	218	4.71e-16	76.6
1_208	0_1057	26.1	234	139	10	457	660	27	256	6.19e-14	70.5
1_208	0_1676	24.7	235	152	7	457	667	21	254	5.63e-13	67.4
1_208	0_538	25.1	179	120	4	467	644	18	183	8.87e-13	65.1
1_208	0_1629	31.3	201	106	9	470	649	9	198	1.59e-12	66.2
1_208	0_74	27.1	214	137	8	1102	1308	18	219	5.92e-12	63.2
1_208	0_906	25.8	236	141	9	457	663	26	256	5.94e-11	61.2
1_208	0_1277	26.1	211	123	8	464	649	28	230	9.94e-11	61.6
1_208	0_140	24.6	211	136	6	457	650	21	225	1.31e-10	60.1
1_208	0_781	22.6	239	161	9	1090	1309	11	244	1.42e-10	60.1
1_208	0_1634	23.7	215	129	8	457	653	19	216	2.58e-10	58.2
1_208	0_584	20.2	223	162	7	439	650	4	221	6.15e-10	58.2
1_208	0_204	26.3	209	137	7	447	647	345	544	1.71e-09	57.8
1_208	0_156	23.7	198	128	6	458	639	32	222	5.64e-09	54.7
1_208	0_713	27.2	213	128	9	457	645	19	228	1.04e-08	53.5
1_208	0_164	23.8	202	136	6	457	648	17	210	4.54e-08	52.0
1_208	0_2168	21.9	210	135	7	457	649	21	218	5.31e-08	52.0
1_208	0_612	24.6	203	139	8	457	649	18	216	1.39e-07	50.4
1_208	0_1261	29.2	209	115	9	1103	1297	19	208	3.61e-07	49.3
1_208	0_1708	26.2	168	97	8	1106	1264	16	165	7.21e-07	47.4
1_208	0_1783	21.1	223	138	7	1102	1307	22	223	1.45e-06	47.0
1_208	0_1606	21.7	207	148	7	455	649	15	219	1.06e-04	41.6
1_221	0_1863	37.3	158	88	3	75	221	6	163	1.89e-30	108
1_224	0_1002	32.6	390	206	15	15	377	40	399	4.28e-43	155
1_224	0_1267	26.2	363	182	16	42	381	6	305	1.07e-20	89.7
1_224	0_419	23.7	380	222	13	13	374	29	358	1.43e-15	74.3
1_224	0_629	23.6	373	213	12	18	362	48	376	1.37e-13	68.2
1_224	0_1363	23.3	356	203	13	18	363	71	366	1.05e-08	52.8
1_224	0_1196	21.3	333	188	12	15	328	32	309	3.41e-08	51.2
1_264	0_1814	22.6	412	277	7	42	435	74	461	1.39e-20	89.7
1_264	0_357	24.2	351	227	12	32	372	66	387	3.90e-11	60.5
1_278	0_711	29.8	524	328	14	204	708	170	672	1.07e-58	214
1_278	0_1676	30.1	249	140	9	470	696	2	238	2.61e-19	86.7
1_278	0_1634	26.0	231	148	6	1241	1468	4	214	6.86e-19	83.6
1_278	0_140	27.3	238	160	7	482	715	15	243	1.13e-17	81.6
1_278	0_74	29.0	221	140	6	1250	1466	10	217	1.63e-17	79.7
1_278	0_1277	30.5	210	130	6	1266	1466	28	230	8.41e-17	81.3
1_278	0_2200	29.6	213	133	7	1259	1466	18	218	9.13e-17	79.0
1_278	0_1629	31.6	209	122	6	1266	1466	3	198	1.24e-16	79.0
1_278	0_862	29.2	226	131	9	1262	1477	25	231	1.98e-15	74.3
1_278	0_1057	28.4	250	158	8	1241	1474	8	252	3.82e-15	74.3
1_278	0_906	29.5	220	133	9	485	688	23	236	6.43e-14	70.5
1_278	0_1606	29.1	220	129	9	1258	1466	16	219	7.04e-13	67.0
1_278	0_1261	26.4	201	131	5	1259	1455	19	206	2.91e-12	65.1
1_278	0_612	25.9	216	147	7	1253	1466	12	216	3.29e-12	64.7
1_278	0_1783	27.5	222	133	9	1255	1466	19	222	3.86e-12	63.9
1_278	0_156	25.8	225	127	9	1248	1456	22	222	7.69e-12	63.5
1_278	0_1708	24.6	203	131	5	1262	1459	16	201	1.23e-11	61.6
1_278	0_2168	23.7	215	148	6	1255	1466	17	218	1.92e-11	62.8
1_278	0_781	25.6	238	147	8	1250	1466	13	241	6.80e-11	61.2
1_278	0_1079	26.6	214	119	7	1258	1469	35	212	1.96e-09	56.2
1_278	0_713	24.4	234	161	7	1258	1480	18	246	6.57e-09	54.3
1_278	0_164	23.4	214	137	5	1258	1464	16	209	9.12e-09	54.3
1_278	0_584	20.7	213	145	5	1266	1469	26	223	3.76e-08	52.8
1_278	0_204	27.4	179	106	5	488	661	353	512	2.03e-07	51.2
1_278	0_2006	25.0	208	135	6	488	686	24	219	1.38e-06	47.8
1_288	0_770	29.3	58	41	0	132	189	37	94	5.20e-05	40.8
1_299	0_1908	25.2	202	131	7	14	211	12	197	2.58e-14	67.0
1_305	0_1960	32.5	243	146	7	151	387	95	325	1.43e-31	122
1_305	0_2202	27.9	351	201	14	481	819	10	320	2.48e-29	115
1_305	0_954	25.8	267	166	11	56	316	3	243	5.23e-14	70.1
1_314	0_909	30.6	108	60	3	19	121	18	115	1.44e-04	35.8
1_314	0_1063	55.2	29	13	0	37	65	14	42	2.48e-04	35.0
1_342	0_1461	35.3	173	111	1	7	179	2	173	1.24e-32	115
1_344	0_2229	28.7	449	302	7	65	504	21	460	3.75e-51	178
1_344	0_994	27.0	492	339	12	50	532	10	490	9.98e-51	177
1_353	0_1496	34.4	96	63	0	35	130	34	129	1.47e-19	75.1
1_353	0_184	29.5	129	80	3	3	131	21	138	3.07e-17	69.3
1_359	0_1904	32.0	562	334	12	95	653	33	549	6.02e-87	287
1_359	0_401	29.9	328	203	11	164	486	107	412	4.54e-27	113
1_367	0_2299	29.7	424	283	8	140	560	19	430	1.15e-54	187
1_367	0_429	22.8	347	201	11	251	552	160	484	6.89e-12	63.5
1_396	0_25	26.9	242	152	10	784	1006	44	279	9.58e-16	75.5
1_396	0_583	24.5	208	133	6	794	984	48	248	4.27e-08	52.0
1_401	0_711	27.2	534	336	16	990	1497	165	671	1.42e-37	149
1_401	0_2200	30.0	230	132	9	653	866	2	218	1.84e-14	72.0
1_401	0_1277	25.7	222	135	5	663	865	289	499	2.89e-11	63.5
1_401	0_156	28.4	215	127	8	672	873	33	233	6.05e-11	60.8
1_401	0_584	24.6	256	168	9	673	913	22	267	7.04e-10	58.2
1_401	0_538	26.2	202	128	7	670	869	9	191	7.52e-10	56.6
1_401	0_1676	25.4	232	133	9	1279	1484	20	237	2.08e-09	56.6
1_401	0_1783	25.2	218	132	7	1280	1483	23	223	2.65e-09	55.5
1_401	0_140	24.1	203	141	6	1279	1474	20	216	4.73e-09	55.5
1_401	0_1629	24.5	212	122	6	677	866	3	198	5.49e-09	55.5
1_401	0_1261	28.9	197	128	6	1279	1471	18	206	1.32e-08	53.9
1_401	0_862	25.4	209	138	8	672	870	24	224	2.78e-08	52.8
1_401	0_1057	25.6	246	146	10	1260	1478	5	240	5.11e-08	52.4
1_401	0_781	23.6	233	131	9	672	869	24	244	6.51e-08	52.0
1_401	0_164	22.1	217	133	6	670	869	17	214	9.14e-07	48.1
